,text,label,label_name,text_clean,sentiment,prediction
234,Every variety I have tried has been flavorful. There are no funny after tastes like with some other products. I would highly recomend. Great individual serving sizes which helps for 'good for you' snacking and portion size.,4,driedfruit,Every variety I tried flavorful. There funny tastes like products. I would highly recomend. Great individual serving sizes helps 'good you' snacking portion size.,Every variety I tried flavorful. There funny tastes like products. I would highly recomend. Great individual serving sizes helps 'good you' snacking portion size.,4
235,I was so excited to get these. I figure they would taste along the lines of the dehydrated strawberries you find in cereal. I was completely wrong. When I opened the package it smell terrible and tasted even worse. It didn't even taste like strawberries.,4,driedfruit,I excited get these. I figure would taste along lines dehydrated strawberries find cereal. I completely wrong. When I opened package smell terrible tasted even worse. It even taste like strawberries.,I excited get these. I figure would taste along lines dehydrated strawberries find cereal. I completely wrong. When I opened package smell terrible tasted even worse. It even taste like strawberries.,4
236,"Did a lot of research on these, but just can't get past the fact that it is all grown in China. That is enough for me. Do your research on the mass pollution they have there and how it ends up in the dirt. MUCH more than the US. No way is my little girl g",4,driedfruit,"Did lot research these, can't get past fact grown China. That enough me. Do research mass pollution ends dirt. MUCH US. No way little girl g","Did lot research these, can't get past fact grown China. That enough me. Do research mass pollution ends dirt. MUCH US. No way little girl g",4
237,My children and I have had the Strawberry Banana Crisps and have loved them. But after a while they started to pick out just the strawberry pieces. So when I saw they had a plain strawberry option here I was thrilled. When they arrived I was shocked to fi,4,driedfruit,My children I Strawberry Banana Crisps loved them. But started pick strawberry pieces. So I saw plain strawberry option I thrilled. When arrived I shocked fi,My children I Strawberry Banana Crisps loved them. But started pick strawberry pieces. So I saw plain strawberry option I thrilled. When arrived I shocked fi,4
238,"I'm a big fan of Brothers fruit crisps. I've gotten the multi pack at Costco before and love all of those flavors (apple, pear, strawberry/banana). The peach are very bland and taste more like cardboard than peaches. My suggestion is to stick with Brother",4,driedfruit,"I'm big fan Brothers fruit crisps. I've gotten multi pack Costco love flavors (apple, pear, strawberry/banana). The peach bland taste like cardboard peaches. My suggestion stick Brother","I'm big fan Brothers fruit crisps. I've gotten multi pack Costco love flavors (apple, pear, strawberry/banana). The peach bland taste like cardboard peaches. My suggestion stick Brother",4
239,"I buy these for my 22 month old son. He LOVES them however they are extremely messy. Everything turns red, so be prepared!",4,driedfruit,"I buy 22 month old son. He LOVES however extremely messy. Everything turns red, prepared!","I buy 22 month old son. He LOVES however extremely messy. Everything turns red, prepared!",4
240,"Any country that repeatedly has safety warnings on nearly everything produced should not be exporting food. Additionally a country that has millions upon millions of people starving, should not be exporting food. Shame on this company for finding the lowe",4,driedfruit,"Any country repeatedly safety warnings nearly everything produced exporting food. Additionally country millions upon millions people starving, exporting food. Shame company finding lowe","Any country repeatedly safety warnings nearly everything produced exporting food. Additionally country millions upon millions people starving, exporting food. Shame company finding lowe",4
241,I was excited to try this product. But the strawberries were very sour compaired to the rest of the fruit. Dissapointed.,4,driedfruit,I excited try product. But strawberries sour compaired rest fruit. Dissapointed.,I excited try product. But strawberries sour compaired rest fruit. Dissapointed.,4
242,"My daughter loves this product and often purchases it from a local specialty market. But they are very pricey and this seemed a better way to purchase them. But what we got was something that looked the same, but the product inside was much different. The",4,driedfruit,"My daughter loves product often purchases local specialty market. But pricey seemed better way purchase them. But got something looked same, product inside much different. The","My daughter loves product often purchases local specialty market. But pricey seemed better way purchase them. But got something looked same, product inside much different. The",4
243,"Bought this product without noticing it was MADE IN CHINA. For goodness sakes, why import an all-natural fruit snack from a country with a history of contamination of their food products for people and animals? I have no faith at all that these are as the",4,driedfruit,"Bought product without noticing MADE IN CHINA. For goodness sakes, import all-natural fruit snack country history contamination food products people animals? I faith","Bought product without noticing MADE IN CHINA. For goodness sakes, import all-natural fruit snack country history contamination food products people animals? I faith",4
244,"OK, so I didn't know these were from China when I bought them and I really wish they weren't. It's given me pause and I have yet to buy more. That being said, they are DELICIOUS and I will most likely purchase again.",4,driedfruit,"OK, I know China I bought I really wish weren't. It's given pause I yet buy more. That said, DELICIOUS I likely purchase again.","OK, I know China I bought I really wish weren't. It's given pause I yet buy more. That said, DELICIOUS I likely purchase again.",4
245,"Another dried fruit that I bought from Amazon was out of stock, so I bought these. My grandson loves them (he's 19 months). My daughter likes them because they are big pieces. The others were small and left crumbs in the tray of his stroller. We will be b",4,driedfruit,"Another dried fruit I bought Amazon stock, I bought these. My grandson loves (he's 19 months). My daughter likes big pieces. The others small left crumbs tray stroller. We b","Another dried fruit I bought Amazon stock, I bought these. My grandson loves (he's 19 months). My daughter likes big pieces. The others small left crumbs tray stroller. We b",4
246,These aren't crunchy like potato chips but they are crispy. I have had other brands and they tend to be more chewy which wasn't what I wanted. These aren't chewy at all which is much better IMO. All of the flavors taste great.,4,driedfruit,These crunchy like potato chips crispy. I brands tend chewy I wanted. These chewy much better IMO. All flavors taste great.,These crunchy like potato chips crispy. I brands tend chewy I wanted. These chewy much better IMO. All flavors taste great.,4
247,Our 3 yr. old enjoyed eating all of the flavors. They are a great on the go snack for in the car. They weren't sticky.,4,driedfruit,Our 3 yr. old enjoyed eating flavors. They great go snack car. They sticky.,Our 3 yr. old enjoyed eating flavors. They great go snack car. They sticky.,4
248,These are wonderful snacks for our paleo children on trips. We've taken them in the car and also airport for snacks along with some turkey jerkey!,4,driedfruit,These wonderful snacks paleo children trips. We've taken car also airport snacks along turkey jerkey!,These wonderful snacks paleo children trips. We've taken car also airport snacks along turkey jerkey!,4
249,"Used to be better quality 2 years ago. Still like them, but do not know if they are worth the expense. May go to local heath food store and see what they offer in their dehydrated bulk foods. Still better than brand names, these have no added oils and sug",4,driedfruit,"Used better quality 2 years ago. Still like them, know worth expense. May go local heath food store see offer dehydrated bulk foods. Still better brand names, added oils sug","Used better quality 2 years ago. Still like them, know worth expense. May go local heath food store see offer dehydrated bulk foods. Still better brand names, added oils sug",4
250,"From the photo, I expected Honey Nut Cheerios, and by George that's just what I got.  It tasted just like what I'd expect Honey Nut Cheerios to taste like.  Note that unlike the box illustration, the bowl does not emit God-rays, and no honey-dripper or oversized bee is included. ",5,coldcereal,"From photo, I expected Honey Nut Cheerios, George that's I got. It tasted like I'd expect Honey Nut Cheerios taste like. Note unlike box illustration, bowl emit God-rays, honey-dripper oversized bee included.","From photo, I expected Honey Nut Cheerios, George that's I got. It tasted like I'd expect Honey Nut Cheerios taste like. Note unlike box illustration, bowl emit God-rays, honey-dripper oversized bee included.",5
251,I thought I was saving money until my wife told me I spent twice as much as she spends at Sams for the larger size box. ,5,coldcereal,I thought I saving money wife told I spent twice much spends Sams larger size box.,I thought I saving money wife told I spent twice much spends Sams larger size box.,5
252,I love getting this four pack every other month. The price you lock in at often beats what you can buy this for at the grocery store or places like Costco. ,5,coldcereal,I love getting four pack every month. The price lock often beats buy grocery store places like Costco.,I love getting four pack every month. The price lock often beats buy grocery store places like Costco.,5
253,"Cheerios, flavored with honey and unidentified nuts.  The packaging does report that each box contains multiple servings, but we all know that is a dirty lie.  A serving of Cheerios is one box. ",5,coldcereal,"Cheerios, flavored honey unidentified nuts. The packaging report box contains multiple servings, know dirty lie. A serving Cheerios one box.","Cheerios, flavored honey unidentified nuts. The packaging report box contains multiple servings, know dirty lie. A serving Cheerios one box.",5
254,"I initially signed up for the honey nut cheerios for a great price ... that worked for the first couple of orders.  Then, without notice, the price almost doubled..  I would say be careful on these ... I think that is how they 'get you' ... they reel you in on a super price where you think you are getting a deal and then they raise the price to considerably more than you would even pay at the store. ",5,coldcereal,"I initially signed honey nut cheerios great price ... worked first couple orders. Then, without notice, price almost doubled.. I would say careful ... I think 'get you' ... reel super price think getting deal raise price considerably would even pay store.","I initially signed honey nut cheerios great price ... worked first couple orders. Then, without notice, price almost doubled.. I would say careful ... I think 'get you' ... reel super price think getting deal raise price considerably would even pay store.",5
255,healthy & goes a long way with our family especially with our teen age son who loves eating it with lactose free milk ,5,coldcereal,healthy & goes long way family especially teen age son loves eating lactose free milk,healthy & goes long way family especially teen age son loves eating lactose free milk,5
256,"This is a S&S item for us.  Not only is it good for breakfast as it arrives but it mixes well with yogurt, to make my own granola bars, and right out of the bag as a snack.  My birdies love it also, I put it on a string and run it around and through the bars of their cage and they love eating it that way. ",5,coldcereal,"This S&S item us. Not good breakfast arrives mixes well yogurt, make granola bars, right bag snack. My birdies love also, I put string run around bars cage love eating way.","This S&S item us. Not good breakfast arrives mixes well yogurt, make granola bars, right bag snack. My birdies love also, I put string run around bars cage love eating way.",5
257,"My kids love a sweet cereal, but I feel guilty giving them sweet cereals much, because I worry that they have too much sugar. This is a great compromise. Healthy whole grains, with sweetness, but not TOO much sugar. ",5,coldcereal,"My kids love sweet cereal, I feel guilty giving sweet cereals much, I worry much sugar. This great compromise. Healthy whole grains, sweetness, TOO much sugar.","My kids love sweet cereal, I feel guilty giving sweet cereals much, I worry much sugar. This great compromise. Healthy whole grains, sweetness, TOO much sugar.",5
258,"We have these shipped monthly, a our 3 year old loves cereal. It's great bc it's doesn't have a lot of the junk some of the other kid cereals do. And having it shipped means less time in the grocery store!! ",5,coldcereal,"We shipped monthly, 3 year old loves cereal. It's great bc lot junk kid cereals do. And shipped means less time grocery store!!","We shipped monthly, 3 year old loves cereal. It's great bc lot junk kid cereals do. And shipped means less time grocery store!!",5
259,"Product came just as ordered, it is a 4 pack of Honey Nut Cheerios. It is delicious, what more could i want? The expiration date was nowhere near something to be concerned about. ",5,coldcereal,"Product came ordered, 4 pack Honey Nut Cheerios. It delicious, could want? The expiration date nowhere near something concerned about.","Product came ordered, 4 pack Honey Nut Cheerios. It delicious, could want? The expiration date nowhere near something concerned about.",5
260,Just like the Cheerios you ate as a child but these are already lightly sweetened. No need to get mad because your sugar fell off your spoon of cereal. Sweet milk is nice as a kid but I truthfully wouldn't drink/spoon it up now like I did then. ,5,coldcereal,Just like Cheerios ate child already lightly sweetened. No need get mad sugar fell spoon cereal. Sweet milk nice kid I truthfully drink/spoon like I then.,Just like Cheerios ate child already lightly sweetened. No need get mad sugar fell spoon cereal. Sweet milk nice kid I truthfully drink/spoon like I then.,5
261,"I eat Cheerios almost every day for breakfast.  I found that three boxes last a long time for one person.  Because of the quantity, I can't enjoy subscribe and save.  When I have finished the current order, I might try subscribe and save if you accept every four or five months pattern.  I only wish I could subscribe and save for milk deliveries. (-;  I miss having a milkman as my mother did when I was a child. ",5,coldcereal,"I eat Cheerios almost every day breakfast. I found three boxes last long time one person. Because quantity, I can't enjoy subscribe save. When I finished current order, I might try subscribe save accept every four five months pattern. I wish I could subscribe save milk deliveries. (-; I miss milkman mother I child.","I eat Cheerios almost every day breakfast. I found three boxes last long time one person. Because quantity, I can't enjoy subscribe save. When I finished current order, I might try subscribe save accept every four five months pattern. I wish I could subscribe save milk deliveries. (-; I miss milkman mother I child.",5
262,What can I say about this...absolute classic with a honey taste...can't beat that!  Heart healthy and fairly low calorie too...I am stocking up ,5,coldcereal,What I say this...absolute classic honey taste...can't beat that! Heart healthy fairly low calorie too...I stocking,What I say this...absolute classic honey taste...can't beat that! Heart healthy fairly low calorie too...I stocking,5
263,"I'm a Honey Nut Cheerios fan. I gave it a break and tried another cereal and it was ok, but I just had to come back to my Honey Nut Cheerios. The seller did great and I received them on time. Go ahead and buy it. ",5,coldcereal,"I'm Honey Nut Cheerios fan. I gave break tried another cereal ok, I come back Honey Nut Cheerios. The seller great I received time. Go ahead buy it.","I'm Honey Nut Cheerios fan. I gave break tried another cereal ok, I come back Honey Nut Cheerios. The seller great I received time. Go ahead buy it.",5
264,I love Honey Nut Cherrios.  They provide me with that sweet fix in the morning and are still somewhat healthy for me.  This was a great deal from Amazon and I will continue to buy it when it is offerred for this amazing price.  Unfortunately it increased almost immediately after I bought it so I discontinued my subscription. ,5,coldcereal,I love Honey Nut Cherrios. They provide sweet fix morning still somewhat healthy me. This great deal Amazon I continue buy offerred amazing price. Unfortunately increased almost immediately I bought I discontinued subscription.,I love Honey Nut Cherrios. They provide sweet fix morning still somewhat healthy me. This great deal Amazon I continue buy offerred amazing price. Unfortunately increased almost immediately I bought I discontinued subscription.,5
265,I eat Cheerios all the time. Glad to get enough so as not to run out. Whenever my grandkids come over it is a great snack too. ,5,coldcereal,I eat Cheerios time. Glad get enough run out. Whenever grandkids come great snack too.,I eat Cheerios time. Glad get enough run out. Whenever grandkids come great snack too.,5
266,I love Cherrios.Honey Nut. These Cheerios do not need any sweeteners. They are good just with milk only. This a great breakfast cereal. ,5,coldcereal,I love Cherrios.Honey Nut. These Cheerios need sweeteners. They good milk only. This great breakfast cereal.,I love Cherrios.Honey Nut. These Cheerios need sweeteners. They good milk only. This great breakfast cereal.,5
267,"When i went to my grocery store ( giant ) i could not believe the price for one box of honey nut cheerios, so when i went home i went online to amazon.com and found a great deal on cheerios and this is my place to buy cereal from now on. ",5,coldcereal,"When went grocery store ( giant ) could believe price one box honey nut cheerios, went home went online amazon.com found great deal cheerios place buy cereal on.","When went grocery store ( giant ) could believe price one box honey nut cheerios, went home went online amazon.com found great deal cheerios place buy cereal on.",5
268,Great buy no taxes or shipping. Cheaper than the local grocery store. Everything arrived intact and its fresh and taste great . I would recommend this product to anyone. ,5,coldcereal,Great buy taxes shipping. Cheaper local grocery store. Everything arrived intact fresh taste great . I would recommend product anyone.,Great buy taxes shipping. Cheaper local grocery store. Everything arrived intact fresh taste great . I would recommend product anyone.,5
269,Love the cereal and the price on Amazon is pretty good! I signed up for 'Subscribe and Save' so I don't have to worry about ordering this each time. Definitely worth it! ,5,coldcereal,Love cereal price Amazon pretty good! I signed 'Subscribe Save' I worry ordering time. Definitely worth it!,Love cereal price Amazon pretty good! I signed 'Subscribe Save' I worry ordering time. Definitely worth it!,5
270,I used to buy this thinking it was a healthy choice for my children. then I learned about GMOs and found out that it is making them sick.no longer buy any of this companies products. ,5,coldcereal,I used buy thinking healthy choice children. I learned GMOs found making sick.no longer buy companies products.,I used buy thinking healthy choice children. I learned GMOs found making sick.no longer buy companies products.,5
271,"I am 5 months pregnant and have been craving these Honey Nut Cheerios for breakfast everyday for the last two months. i cannot get enough of them, plus my husband and 10 year old daughter love them. The family size box often times is on sale for a really reasonable price and come with EXTRA BOX TOPS. The last family size box that I bought came with 4 BOX TOPS FOR EDUCATION ",5,coldcereal,"I 5 months pregnant craving Honey Nut Cheerios breakfast everyday last two months. cannot get enough them, plus husband 10 year old daughter love them. The family size box often times sale really reasonable price come EXTRA BOX TOPS. The last family size box I bought came 4 BOX TOPS FOR EDUCATION","I 5 months pregnant craving Honey Nut Cheerios breakfast everyday last two months. cannot get enough them, plus husband 10 year old daughter love them. The family size box often times sale really reasonable price come EXTRA BOX TOPS. The last family size box I bought came 4 BOX TOPS FOR EDUCATION",5
272,We all love honey nut cheerios in this household...I was very happy to find them on your site...crunch ...crunch .They start my day ,5,coldcereal,We love honey nut cheerios household...I happy find site...crunch ...crunch .They start day,We love honey nut cheerios household...I happy find site...crunch ...crunch .They start day,5
273,I like honey nut cheerios. These arrived in good condition and were gone fast since everyone here loves them. The price ws reasonable too ,5,coldcereal,I like honey nut cheerios. These arrived good condition gone fast since everyone loves them. The price ws reasonable,I like honey nut cheerios. These arrived good condition gone fast since everyone loves them. The price ws reasonable,5
274,"If you were wondering, in my pack of 4 I got 2 with promotional toys in them and 2 without promotional toys on them. So your box of four could have a variety of box designs, but they'll all be the same size. I never thought they'd put promotional boxes online but they do. ",5,coldcereal,"If wondering, pack 4 I got 2 promotional toys 2 without promotional toys them. So box four could variety box designs, they'll size. I never thought they'd put promotional boxes online do.","If wondering, pack 4 I got 2 promotional toys 2 without promotional toys them. So box four could variety box designs, they'll size. I never thought they'd put promotional boxes online do.",5
275,"I have been a big fan lately of ordering household staples straight to the door, beacause that means that they arrive, slowly over time and you can put them away and see what you have. Instead of once a week or every other week going grocery shopping, and lugging tons of stuff and putting a mountain of supplies and food away all at once. I guess I am just easily overwhelmed, but this is a great way to get 4 packs of cereal, which are the same as the ones in the grocery store, right down to the generic &#34;toy in every box!!&#34; ",5,coldcereal,"I big fan lately ordering household staples straight door, beacause means arrive, slowly time put away see have. Instead week every week going grocery shopping, lugging tons stuff putting mountain supplies food away once. I guess I easily overwhelmed, great way get 4 packs cereal, ones grocery store, right generic &#34;toy every box!!&#34;","I big fan lately ordering household staples straight door, beacause means arrive, slowly time put away see have. Instead week every week going grocery shopping, lugging tons stuff putting mountain supplies food away once. I guess I easily overwhelmed, great way get 4 packs cereal, ones grocery store, right generic &#34;toy every box!!&#34;",5
276,"Getting these through Amazon was cheaper than going to the grocery store and with Prime shipping, more convenient, too.  Who can honestly say anything bad about Honey Nut Cheerios?  They are my go-to snack food.  And I like to think I'm even being somewhat healthy as I clear half a box in one sitting... ",5,coldcereal,"Getting Amazon cheaper going grocery store Prime shipping, convenient, too. Who honestly say anything bad Honey Nut Cheerios? They go-to snack food. And I like think I'm even somewhat healthy I clear half box one sitting...","Getting Amazon cheaper going grocery store Prime shipping, convenient, too. Who honestly say anything bad Honey Nut Cheerios? They go-to snack food. And I like think I'm even somewhat healthy I clear half box one sitting...",5
277,"I love Honey Nut Cheerios, so I'm not sure what else to say about them.  Very tasty and the 4 pack is a good price. ",5,coldcereal,"I love Honey Nut Cheerios, I'm sure else say them. Very tasty 4 pack good price.","I love Honey Nut Cheerios, I'm sure else say them. Very tasty 4 pack good price.",5
278,"you really don't need to add sweetener. HNCs are, IMO, superior to corn flakes due to their ability to last soaking in milk in a crunchy state before they get soggy. I particularly like to mix them in a bowl w/ 1 or 2 other kinds of serial, for that reason and their built-in 'sweet state.' Their only noticeable lack is that they do not carry a high fiber content w/ them, kind of a filler food which I wish added just a touch more, than they take up inside of you. ",5,coldcereal,"really need add sweetener. HNCs are, IMO, superior corn flakes due ability last soaking milk crunchy state get soggy. I particularly like mix bowl w/ 1 2 kinds serial, reason built-in 'sweet state.' Their noticeable lack carry high fiber content w/ them, kind filler food I wish added touch more, take inside you.","really need add sweetener. HNCs are, IMO, superior corn flakes due ability last soaking milk crunchy state get soggy. I particularly like mix bowl w/ 1 2 kinds serial, reason built-in 'sweet state.' Their noticeable lack carry high fiber content w/ them, kind filler food I wish added touch more, take inside you.",5
279,My husband eats cereal every morning. He loves Cheerios since they have a good flavor and he does not need to add sugar. The packaging was great and the price is better than anything we can get locally. ,5,coldcereal,My husband eats cereal every morning. He loves Cheerios since good flavor need add sugar. The packaging great price better anything get locally.,My husband eats cereal every morning. He loves Cheerios since good flavor need add sugar. The packaging great price better anything get locally.,5
280,deal and great cereal.  one of the best!  I got these on subscribe and save and it was a good deal. ,5,coldcereal,deal great cereal. one best! I got subscribe save good deal.,deal great cereal. one best! I got subscribe save good deal.,5
281,How to improve  on an already good product?  Just look at Honey Nut Cheerios and you'll see how it's done.  I was a devoted &#34;plain&#34; Cheerios consumer and one day decided just to try the Honey Nut variety out of curiosity.  Now it's the first choice for me if I don't want to have hot oatmeal. I have cereal -- hot or cold -- for breakfast most mornings  and I really enjoy starting my day with Honey Nut Cheerios.  Heart healthy and tasty -- can't ask for more from a breakfast cereal can you? ,5,coldcereal,How improve already good product? Just look Honey Nut Cheerios see done. I devoted &#34;plain&#34; Cheerios consumer one day decided try Honey Nut variety curiosity. Now first choice I want hot oatmeal. I cereal -- hot cold -- breakfast mornings I really enjoy starting day Honey Nut Cheerios. Heart healthy tasty -- can't ask breakfast cereal you?,How improve already good product? Just look Honey Nut Cheerios see done. I devoted &#34;plain&#34; Cheerios consumer one day decided try Honey Nut variety curiosity. Now first choice I want hot oatmeal. I cereal -- hot cold -- breakfast mornings I really enjoy starting day Honey Nut Cheerios. Heart healthy tasty -- can't ask breakfast cereal you?,5
282,This was great value for a great item. My son loves this product and this offer was too good to miss ,5,coldcereal,This great value great item. My son loves product offer good miss,This great value great item. My son loves product offer good miss,5
283,Got the subscription as a lark so my granddaughter gets a box of four of her favorite cereal each month. ,5,coldcereal,Got subscription lark granddaughter gets box four favorite cereal month.,Got subscription lark granddaughter gets box four favorite cereal month.,5
284,"Honey nut Cheerios to your doorstep, what could be better.  The arrived fresh and ready to enjoy for a great breakfast. ",5,coldcereal,"Honey nut Cheerios doorstep, could better. The arrived fresh ready enjoy great breakfast.","Honey nut Cheerios doorstep, could better. The arrived fresh ready enjoy great breakfast.",5
285,My granddaughter and little cousin likes this cereal. It is great evening snack. I send them boxed home. Great price. ,5,coldcereal,My granddaughter little cousin likes cereal. It great evening snack. I send boxed home. Great price.,My granddaughter little cousin likes cereal. It great evening snack. I send boxed home. Great price.,5
286,I love having the option to subscribe and save. I never run out and the price is so much cheaper than where I normally buy my groceries. Total win-win! ,5,coldcereal,I love option subscribe save. I never run price much cheaper I normally buy groceries. Total win-win!,I love option subscribe save. I never run price much cheaper I normally buy groceries. Total win-win!,5
287,"I love cereal and it's my go to snack many days.  As a kid, I dumped tablespoons of sugar on my cereal but quit years ago...this cereal is good as is. ",5,coldcereal,"I love cereal go snack many days. As kid, I dumped tablespoons sugar cereal quit years ago...this cereal good is.","I love cereal go snack many days. As kid, I dumped tablespoons sugar cereal quit years ago...this cereal good is.",5
288,Honey Nut Cheerios are a routine breakfast option in our household. We think the taste and nutritional value are great. The subscribe and save beats our local grocery store. Shipping speed and packaging were great. ,5,coldcereal,Honey Nut Cheerios routine breakfast option household. We think taste nutritional value great. The subscribe save beats local grocery store. Shipping speed packaging great.,Honey Nut Cheerios routine breakfast option household. We think taste nutritional value great. The subscribe save beats local grocery store. Shipping speed packaging great.,5
289,We have been eating this cereal for quite some time and when I noticed it on Amazon I thought I might get a great deal. Had to pass up ordering as the price at the local grocery stores is less. Sorry Amazon---this is one of the few items I have not immediately ordered from Amazon when our supply was diminished.This is a very good cereal product and we love it. ,5,coldcereal,We eating cereal quite time I noticed Amazon I thought I might get great deal. Had pass ordering price local grocery stores less. Sorry Amazon---this one items I immediately ordered Amazon supply diminished.This good cereal product love it.,We eating cereal quite time I noticed Amazon I thought I might get great deal. Had pass ordering price local grocery stores less. Sorry Amazon---this one items I immediately ordered Amazon supply diminished.This good cereal product love it.,5
290,"These are Honey Nut Cheerios and if you like these, then you like them.  If you don't then you don't.  So why would you order these?  Well... they come packaged as four individually packaged boxes.  Okay, so that is the best I can come up with other than the price here was really good. ",5,coldcereal,"These Honey Nut Cheerios like these, like them. If don't. So would order these? Well... come packaged four individually packaged boxes. Okay, best I come price really good.","These Honey Nut Cheerios like these, like them. If don't. So would order these? Well... come packaged four individually packaged boxes. Okay, best I come price really good.",5
291,"Really love the honey flavor, got the 4 pack so hope they last for more than 2-3 weeks, as these go fast around here ",5,coldcereal,"Really love honey flavor, got 4 pack hope last 2-3 weeks, go fast around","Really love honey flavor, got 4 pack hope last 2-3 weeks, go fast around",5
292,my kids love this stuff and i can't see to make it last longer than 1 month; they have it for breakfast when we are in a hurry; they have it for snacks; ,5,coldcereal,kids love stuff can't see make last longer 1 month; breakfast hurry; snacks;,kids love stuff can't see make last longer 1 month; breakfast hurry; snacks;,5
293,"Taste great and fresh , straight from the factory it seems , right out the box ready to go yummy good stuff !! ",5,coldcereal,"Taste great fresh , straight factory seems , right box ready go yummy good stuff !!","Taste great fresh , straight factory seems , right box ready go yummy good stuff !!",5
294,We love being able to get this in the Amazon subscribe and save.  Goes very well with fruit and almond milk. ,5,coldcereal,We love able get Amazon subscribe save. Goes well fruit almond milk.,We love able get Amazon subscribe save. Goes well fruit almond milk.,5
295,Who doesn't love hone nut Cheerios? They are a staple in our house. We love the subscribe and see discount as well. ,5,coldcereal,Who love hone nut Cheerios? They staple house. We love subscribe see discount well.,Who love hone nut Cheerios? They staple house. We love subscribe see discount well.,5
296,"This was one of my favorites growing up.  The boxes, however, are much too small.  It gives about 4 servings.  Wish they offered larger sizes. ",5,coldcereal,"This one favorites growing up. The boxes, however, much small. It gives 4 servings. Wish offered larger sizes.","This one favorites growing up. The boxes, however, much small. It gives 4 servings. Wish offered larger sizes.",5
297,My kids love Honey Nut Cheerios and we go through several boxes a week. This was a great deal for us since Amazon had a coupon on it. ,5,coldcereal,My kids love Honey Nut Cheerios go several boxes week. This great deal us since Amazon coupon it.,My kids love Honey Nut Cheerios go several boxes week. This great deal us since Amazon coupon it.,5
298,I enjoyed eating cereal. Healthy food choice for morning and the flavor is good as well. Will buy again. Thanks! ,5,coldcereal,I enjoyed eating cereal. Healthy food choice morning flavor good well. Will buy again. Thanks!,I enjoyed eating cereal. Healthy food choice morning flavor good well. Will buy again. Thanks!,5
299,My entire family loves this flavor.  The price is comparable to my local grocery store when bought on a Subscribe and Save plan. ,5,coldcereal,My entire family loves flavor. The price comparable local grocery store bought Subscribe Save plan.,My entire family loves flavor. The price comparable local grocery store bought Subscribe Save plan.,5
300,"I considered buying these in bulk here on Amazon, then realized that i would be over paying! The very same bars are $3 for a box of 8... to get 48 bars, would would be spending $18, instead of $22+ (shipping, tax, etc). Plus, then i can choose the variety of flavors we want, not what is pre-boxed. While some of the bulk items here are a deal, many are not! ",6,cerealbar,"I considered buying bulk Amazon, realized would paying! The bars $3 box 8... get 48 bars, would would spending $18, instead $22+ (shipping, tax, etc). Plus, choose variety flavors want, pre-boxed. While bulk items deal, many not!","I considered buying bulk Amazon, realized would paying! The bars $3 box 8... get 48 bars, would would spending $18, instead $22+ (shipping, tax, etc). Plus, choose variety flavors want, pre-boxed. While bulk items deal, many not!",6
301,"The illusion of nutrition... The ingredients aren't all that wholesome (high fructose corn syrup and corn syrup are the first two ingredients), but these Nutrigrain bars are popular in the office.  3 grams of fat and 130 calories in a bar. ",6,cerealbar,"The illusion nutrition... The ingredients wholesome (high fructose corn syrup corn syrup first two ingredients), Nutrigrain bars popular office. 3 grams fat 130 calories bar.","The illusion nutrition... The ingredients wholesome (high fructose corn syrup corn syrup first two ingredients), Nutrigrain bars popular office. 3 grams fat 130 calories bar.",6
302,Handy little tasty goodness for go-lunches for adults or grab something easy at home with coffee. Boxes arrived in good shape and bars are nicely moist. Expiration date is really good = middle of next year! Thanks Amazon. ,6,cerealbar,Handy little tasty goodness go-lunches adults grab something easy home coffee. Boxes arrived good shape bars nicely moist. Expiration date really good = middle next year! Thanks Amazon.,Handy little tasty goodness go-lunches adults grab something easy home coffee. Boxes arrived good shape bars nicely moist. Expiration date really good = middle next year! Thanks Amazon.,6
303,"Wow - we just FLEW through a box of these things !! they are great for taking on the road, and you can avoid the junk that usually goes along with the morning coffee... ",6,cerealbar,"Wow - FLEW box things !! great taking road, avoid junk usually goes along morning coffee...","Wow - FLEW box things !! great taking road, avoid junk usually goes along morning coffee...",6
